Name,Sector,City,State,Founded_Year,Funding_Stage,Investment_Type,Amount_Raised,Investors_Count,Valuation_Post_Funding,Revenue,Profitability,Number_of_Employees,Tech_Stack,Customer_Base_Size,Growth_Rate,Exit_Status,Social_Media_Followers,Patents,ESG_Score,Diversity_Index,Net_Impact_Score,Funding_Year
Startup_155,AgriTech,Pune,Tamil Nadu,2007,Seed,Equity,1628779,9,42134869,2860936,No,491,AI,48468,25.43,No,22025,17,8.73,66.94,4.78,2018
Startup_156,FoodTech,Pune,Maharashtra,2012,Series C,Debt,3557183,10,82693127,2393733,Yes,76,AR/VR,90740,9.35,No,77781,10,6.09,39.47,3.94,2019
Startup_157,EdTech,Delhi,Tamil Nadu,2023,Series B,Grant,6546603,5,88866511,4141266,No,446,Cloud,79204,48.37,Yes,58614,8,7.95,58.39,8.91,2015
Startup_158,EdTech,Hyderabad,Karnataka,2006,Series C,Equity,3234602,6,14282067,4285249,No,408,AI,82490,8.71,No,51686,0,1.66,55.51,3.29,2016
Startup_159,HealthTech,Hyderabad,Karnataka,2021,Seed,Grant,6300822,10,60455613,4018724,Yes,210,Big Data,55482,23.98,Yes,94411,1,7.36,59.62,9.72,2020
Startup_160,HealthTech,Mumbai,Maharashtra,2018,Series A,Debt,9228260,8,32859847,377439,Yes,343,IoT,94663,45.86,Yes,30062,3,5.74,31.68,9.24,2018
Startup_161,Retail,Bangalore,Tamil Nadu,2008,Series D,Debt,2473911,3,82544475,1894422,Yes,283,AI,28215,8.32,Yes,26619,0,5.52,24.7,5.97,2019
Startup_162,TravelTech,Delhi,Maharashtra,2023,Series D,Equity,7475294,4,50773831,3683985,No,123,AR/VR,50867,39.98,No,58009,4,4.04,72.78,9.42,2021
Startup_163,EdTech,Mumbai,Delhi,2015,Series A,Convertible Note,3446806,2,13540144,4035541,Yes,296,Cloud,89559,12.09,Yes,8202,16,6.29,47.79,4.0,2018
Startup_164,HealthTech,Pune,Karnataka,2023,Series C,Convertible Note,6002179,9,26910373,2719144,No,309,IoT,4142,7.41,No,10303,18,9.92,55.55,6.9,2015
Startup_165,FinTech,Delhi,Telangana,2003,Series C,Equity,127505,4,93272445,2581777,No,322,Cloud,3945,35.39,Yes,6146,6,1.2,59.67,5.09,2023
Startup_166,Retail,Bangalore,Telangana,2013,Seed,Grant,7647773,9,10971047,1435592,Yes,368,Blockchain,80021,49.91,Yes,91562,3,6.88,78.44,1.16,2021
Startup_167,HealthTech,Hyderabad,Delhi,2004,Seed,Convertible Note,7026296,8,52503979,4335724,No,412,IoT,20020,49.3,Yes,25473,2,6.42,65.74,6.15,2021
Startup_168,FoodTech,Bangalore,Maharashtra,2005,Series C,Debt,536384,2,99623439,4735731,Yes,57,AR/VR,73609,27.32,Yes,60836,19,3.0,25.82,3.1,2018
Startup_169,TravelTech,Delhi,Telangana,2000,Series C,Equity,4060436,7,21958904,289710,No,348,IoT,36326,15.71,Yes,93093,18,7.99,26.22,9.44,2016
Startup_170,FinTech,Delhi,Tamil Nadu,2016,Series B,Grant,6236635,2,88153633,3652086,No,375,IoT,44019,38.29,No,70634,19,6.82,41.39,7.44,2016
Startup_171,Retail,Delhi,Telangana,2018,IPO,Convertible Note,1132291,2,6979928,3028796,Yes,176,Cloud,42634,17.99,No,93496,1,7.31,66.38,1.55,2020
Startup_172,FinTech,Pune,Karnataka,2000,Series B,Debt,1538743,8,29343805,4768406,Yes,498,Big Data,4439,29.64,Yes,64469,4,3.99,29.74,1.4,2018
Startup_173,EdTech,Chennai,Tamil Nadu,2001,IPO,Debt,6779761,9,19672594,2296862,Yes,476,Cloud,91718,29.78,Yes,79477,11,6.39,21.38,2.46,2019
Startup_174,HealthTech,Chennai,Telangana,2015,IPO,Debt,7948136,10,76387037,2753210,Yes,452,AR/VR,15503,22.35,No,47718,1,1.5,43.21,6.81,2018
Startup_175,AgriTech,Pune,Maharashtra,2008,Seed,Debt,8994568,8,19441236,4610532,Yes,228,Cloud,35850,39.1,No,89339,1,5.67,66.07,8.12,2016
Startup_176,AgriTech,Mumbai,Telangana,2016,Series C,Equity,6593991,10,24058562,2272787,Yes,28,AI,66658,23.06,Yes,9539,19,9.32,33.22,5.29,2022
Startup_177,HealthTech,Hyderabad,Tamil Nadu,2012,Series C,Equity,651650,3,1980356,4532782,No,124,Big Data,96100,7.73,No,34020,19,9.88,71.9,1.98,2017
Startup_178,Retail,Delhi,Delhi,2013,Seed,Debt,8610657,5,43544728,2155628,Yes,274,AI,84846,5.4,Yes,18179,14,2.61,42.36,7.65,2022
Startup_179,Retail,Chennai,Maharashtra,2015,Series B,Convertible Note,7508275,3,91647347,1360364,Yes,155,Big Data,31543,26.23,Yes,19890,20,1.02,75.27,1.46,2015
Startup_180,AgriTech,Mumbai,Telangana,2003,Seed,Debt,8425035,6,90773524,2285503,Yes,156,AR/VR,71929,8.76,No,93433,5,1.98,49.5,8.81,2019
Startup_181,FoodTech,Delhi,Tamil Nadu,2019,Series D,Convertible Note,9308452,3,80157841,2103672,Yes,279,Big Data,54108,19.65,Yes,96230,11,3.09,34.93,2.34,2017
Startup_182,Retail,Delhi,Telangana,2022,Seed,Debt,3486234,8,30406972,3580756,Yes,103,IoT,18906,44.08,Yes,79305,17,1.63,58.07,2.49,2022
Startup_183,HealthTech,Pune,Telangana,2015,Series C,Convertible Note,4924034,9,94177652,2836962,No,404,Cloud,61351,40.29,No,35691,19,9.22,54.09,6.52,2021
Startup_184,EdTech,Pune,Telangana,2013,Series B,Debt,6647750,3,10339657,1355491,Yes,421,Blockchain,81489,48.69,No,9940,13,4.17,29.39,2.19,2021
Startup_185,Retail,Mumbai,Delhi,2005,IPO,Convertible Note,8842889,3,43367857,4551876,No,453,IoT,14531,25.89,Yes,51357,3,8.74,38.13,5.98,2019
Startup_186,TravelTech,Chennai,Delhi,2016,IPO,Convertible Note,5605086,2,11452482,4902240,Yes,255,Cloud,84925,6.83,Yes,97712,17,6.07,61.45,9.5,2015
Startup_187,FinTech,Hyderabad,Tamil Nadu,2015,Series B,Equity,8903249,1,80985199,268048,No,422,Blockchain,67956,31.1,Yes,92570,0,3.52,52.51,2.92,2023
Startup_188,HealthTech,Hyderabad,Karnataka,2019,Seed,Convertible Note,7656557,4,91921842,457719,No,357,AI,52544,36.75,No,98955,9,3.76,51.65,1.57,2015
Startup_189,FoodTech,Hyderabad,Maharashtra,2019,IPO,Equity,7965228,2,28415014,4964373,No,479,IoT,15649,17.39,Yes,83733,14,6.43,30.4,5.61,2018
Startup_190,TravelTech,Pune,Telangana,2012,Series A,Debt,5285366,2,64082364,4406544,Yes,77,Blockchain,47902,25.53,No,64489,8,6.66,45.09,5.96,2015
Startup_191,TravelTech,Delhi,Tamil Nadu,2008,IPO,Grant,5670460,7,89136465,4650853,Yes,361,Cloud,30771,48.71,No,76013,5,5.5,79.38,2.43,2022
Startup_192,Retail,Delhi,Maharashtra,2019,Series A,Debt,7768096,8,77038705,951307,Yes,227,Blockchain,14811,30.43,Yes,78956,20,2.84,55.99,6.64,2021
Startup_193,TravelTech,Delhi,Tamil Nadu,2002,Seed,Convertible Note,1724317,3,69394735,1122527,No,274,AR/VR,85558,35.69,No,65571,1,3.15,35.76,2.58,2017
Startup_194,TravelTech,Delhi,Karnataka,2005,Series C,Grant,9683453,5,53165421,536157,Yes,275,Big Data,2304,28.21,Yes,63121,0,4.22,66.35,3.0,2017
Startup_195,FoodTech,Mumbai,Tamil Nadu,2018,Series C,Equity,7415556,10,21493588,3497318,No,193,Big Data,69999,31.21,No,58858,17,2.89,37.52,6.29,2023
Startup_196,EdTech,Bangalore,Maharashtra,2006,Series D,Debt,8332004,5,14433552,2178640,Yes,365,AR/VR,89210,44.33,No,8769,11,6.08,42.18,4.14,2022
Startup_197,Retail,Delhi,Telangana,2005,Series A,Convertible Note,7963510,10,61752570,3071494,Yes,121,AI,95168,31.87,No,8279,7,8.73,74.52,8.73,2015
Startup_198,TravelTech,Hyderabad,Delhi,2002,IPO,Grant,4534959,1,95351469,1135442,No,454,Cloud,69120,43.27,No,73723,2,2.27,46.15,8.38,2015
Startup_199,Retail,Hyderabad,Tamil Nadu,2014,IPO,Convertible Note,5888138,1,26639227,3835765,Yes,338,Blockchain,79393,45.86,Yes,12869,15,7.55,29.92,6.57,2018
Startup_200,AgriTech,Bangalore,Delhi,2010,Series A,Equity,9156764,10,95977633,2997348,No,101,IoT,24856,22.34,No,64631,2,2.09,61.23,1.06,2015
Startup_201,FoodTech,Delhi,Delhi,2001,Series C,Grant,2662331,9,85703899,3175885,Yes,168,AI,66988,37.3,Yes,61677,2,6.8,39.58,6.8,2015
Startup_202,TravelTech,Bangalore,Karnataka,2010,Series D,Grant,422981,3,65708080,3679321,Yes,146,Big Data,73870,47.55,Yes,84502,2,4.45,36.49,5.31,2020
Startup_203,TravelTech,Chennai,Maharashtra,2016,Seed,Debt,3929536,7,80145633,907732,Yes,211,Blockchain,9856,25.12,Yes,79755,3,5.31,57.71,2.02,2019
Startup_204,HealthTech,Mumbai,Tamil Nadu,2016,Series C,Debt,6211845,5,31897180,2095141,No,228,Blockchain,11879,10.0,Yes,16671,8,7.17,44.59,5.57,2016
Startup_205,FoodTech,Mumbai,Tamil Nadu,2004,Seed,Convertible Note,6454910,5,28618175,2830425,Yes,221,Blockchain,41639,18.1,Yes,35420,11,7.19,35.55,4.81,2018
Startup_206,FoodTech,Bangalore,Maharashtra,2013,Series D,Debt,601972,2,27183070,901090,No,429,AR/VR,6589,14.79,Yes,51045,20,1.63,48.96,5.14,2019
Startup_207,TravelTech,Pune,Tamil Nadu,2007,Series A,Grant,6595541,2,7064568,933842,No,320,Blockchain,92082,37.3,Yes,64148,1,6.4,30.22,8.35,2017
Startup_208,Retail,Chennai,Telangana,2018,Series B,Equity,3655921,4,1466628,4673425,No,482,Cloud,24577,16.55,No,79591,2,5.19,71.98,1.08,2015
Startup_209,HealthTech,Delhi,Tamil Nadu,2001,Series B,Grant,5742403,5,54512900,2801309,Yes,186,Big Data,75999,9.74,Yes,66820,13,8.28,45.09,3.25,2018
Startup_210,FoodTech,Delhi,Telangana,2017,Seed,Debt,3589904,4,6045328,2206992,Yes,459,Cloud,86427,24.14,Yes,46291,10,1.79,47.04,6.35,2021
Startup_211,HealthTech,Chennai,Maharashtra,2006,Series B,Convertible Note,2598603,9,74430821,4706454,No,91,AI,69708,17.8,Yes,51087,8,3.5,37.23,7.91,2022
Startup_212,HealthTech,Hyderabad,Delhi,2017,Seed,Convertible Note,8077553,5,2147104,2139487,No,93,Big Data,2907,37.51,Yes,96650,8,9.75,20.52,6.32,2022
Startup_213,HealthTech,Chennai,Telangana,2002,Seed,Equity,1719490,5,35464286,2408487,Yes,421,AI,99252,35.43,No,57306,8,9.39,44.7,3.82,2023
Startup_214,TravelTech,Delhi,Maharashtra,2001,Series A,Equity,4239832,1,76415503,4984650,No,361,IoT,2871,35.15,Yes,22289,16,5.55,30.57,9.51,2021
Startup_215,AgriTech,Pune,Telangana,2002,IPO,Equity,1454117,2,13314729,1523793,No,449,Big Data,74627,12.04,No,93001,7,4.64,61.02,7.05,2020
Startup_216,Retail,Delhi,Karnataka,2002,Series D,Convertible Note,8228021,9,27846393,653920,No,80,Blockchain,57255,45.74,Yes,93713,19,7.03,72.39,4.32,2019
Startup_217,AgriTech,Delhi,Telangana,2002,Series A,Equity,5019705,3,87277095,3863797,No,239,Blockchain,22720,20.35,Yes,45112,8,4.1,61.84,5.77,2022
Startup_218,EdTech,Chennai,Maharashtra,2020,Series B,Grant,665817,10,97220679,2695724,No,145,Cloud,43079,38.67,Yes,33295,7,4.92,75.54,9.63,2015
Startup_219,HealthTech,Pune,Tamil Nadu,2022,Series D,Equity,6100600,9,21534249,2906745,Yes,426,Big Data,93947,42.25,Yes,80264,0,3.99,42.48,6.33,2018
Startup_220,EdTech,Bangalore,Maharashtra,2000,Series D,Debt,7932666,7,93808408,2436163,Yes,352,Blockchain,84745,31.7,Yes,71872,2,6.01,75.71,3.38,2020
Startup_221,TravelTech,Hyderabad,Delhi,2019,Series C,Debt,1301368,3,82122915,1479706,Yes,418,IoT,38923,24.11,No,32426,1,3.34,72.16,3.37,2016
Startup_222,AgriTech,Hyderabad,Delhi,2014,IPO,Equity,738212,5,39556889,972264,No,178,AI,28018,47.56,Yes,35307,18,1.67,73.41,6.58,2016
Startup_223,HealthTech,Mumbai,Maharashtra,2002,Series C,Debt,2578852,9,30947399,1175532,Yes,28,IoT,13933,12.71,No,33665,11,5.74,56.73,1.29,2019
Startup_224,AgriTech,Chennai,Delhi,2018,IPO,Debt,4607606,7,23943612,3115446,No,471,AI,98591,25.53,No,40349,16,3.52,65.71,8.27,2015
Startup_225,Retail,Delhi,Tamil Nadu,2000,Seed,Convertible Note,6141885,10,70591184,668666,Yes,377,AR/VR,70608,10.93,Yes,9500,18,8.04,69.22,1.4,2020
Startup_226,AgriTech,Delhi,Maharashtra,2014,Series C,Equity,6569787,2,79525003,1551741,No,18,Cloud,5094,10.81,Yes,99087,8,2.2,68.38,7.79,2016
Startup_227,TravelTech,Chennai,Maharashtra,2008,Series A,Equity,6194775,1,37068908,2378447,No,136,IoT,40262,41.28,No,77350,8,8.44,67.86,5.04,2017
Startup_228,AgriTech,Hyderabad,Tamil Nadu,2004,Seed,Equity,6364945,3,93030533,4171209,Yes,281,Cloud,90769,19.67,No,44042,6,5.67,67.57,9.59,2022
Startup_229,FinTech,Chennai,Tamil Nadu,2011,IPO,Equity,558602,1,57340298,4135955,Yes,256,Big Data,70032,21.43,No,60975,1,9.9,42.71,5.95,2020
Startup_230,AgriTech,Mumbai,Tamil Nadu,2018,Series D,Convertible Note,6670872,2,29353876,3392364,No,249,Blockchain,44930,16.13,No,78429,10,7.04,67.82,1.45,2022
Startup_231,Retail,Mumbai,Karnataka,2016,IPO,Grant,9577117,7,59363312,4458282,No,323,AR/VR,56152,48.88,No,52475,20,3.26,56.3,2.18,2022
Startup_232,TravelTech,Mumbai,Telangana,2003,Seed,Debt,3287415,4,28050277,267310,No,273,Cloud,69688,20.65,Yes,90495,20,3.78,37.71,1.14,2017
Startup_233,FoodTech,Bangalore,Karnataka,2019,Series D,Debt,3575645,10,19138931,4403987,Yes,192,AI,98043,39.13,No,10861,8,5.16,76.97,7.86,2019
Startup_234,TravelTech,Chennai,Delhi,2008,Series A,Grant,5663777,3,16911487,2728350,No,388,AR/VR,57749,8.84,Yes,54714,10,3.31,60.19,9.57,2022
Startup_235,HealthTech,Bangalore,Karnataka,2021,Series B,Grant,3925814,10,33588025,4420969,Yes,452,AR/VR,73649,12.32,Yes,52169,10,9.15,33.33,8.11,2020
Startup_236,FinTech,Delhi,Delhi,2021,Series B,Equity,8617838,3,52630935,4564141,Yes,10,IoT,49801,26.69,Yes,2197,19,3.73,69.34,6.09,2019
Startup_237,FoodTech,Bangalore,Telangana,2023,Series C,Convertible Note,5491746,9,17720028,3955553,No,38,AR/VR,46902,18.96,No,41518,8,7.89,42.13,2.1,2022
Startup_238,AgriTech,Mumbai,Delhi,2007,Seed,Grant,9617254,5,71110977,1992342,Yes,11,Big Data,10712,15.22,Yes,29258,13,7.84,54.95,1.54,2018
Startup_239,Retail,Delhi,Delhi,2002,Series C,Grant,8628669,8,69719558,1147836,No,58,Blockchain,45773,49.5,Yes,69480,10,2.48,52.15,5.25,2020
Startup_240,Retail,Hyderabad,Karnataka,2000,Series D,Equity,6362938,7,57581775,4569586,No,303,Big Data,56109,8.2,No,23615,19,1.45,47.4,1.63,2019
Startup_241,HealthTech,Mumbai,Delhi,2022,Series C,Debt,1143027,8,83772575,3692705,Yes,210,AR/VR,90996,38.01,No,46716,5,1.55,78.54,7.78,2016
Startup_242,EdTech,Chennai,Maharashtra,2002,Series D,Convertible Note,9638763,5,39603853,4802582,Yes,205,IoT,86078,42.82,No,47528,2,1.3,72.79,8.85,2019
Startup_243,FinTech,Delhi,Tamil Nadu,2009,Series A,Convertible Note,3858256,7,77706480,1316312,No,128,AR/VR,28078,8.34,Yes,31033,12,7.46,23.37,6.43,2020
Startup_244,FinTech,Pune,Karnataka,2006,Series D,Debt,3547786,5,29566792,2336345,Yes,417,Blockchain,83697,15.09,Yes,26380,18,8.89,72.18,3.13,2015
Startup_245,FoodTech,Chennai,Telangana,2013,Series C,Debt,2144069,5,97406138,704430,No,499,AI,80975,23.3,Yes,62025,1,2.92,66.7,8.62,2017
Startup_246,HealthTech,Chennai,Delhi,2022,Series C,Equity,5986619,9,78195293,2336841,No,332,Blockchain,80382,43.43,Yes,42756,6,2.55,63.26,9.87,2018
Startup_247,HealthTech,Pune,Tamil Nadu,2020,Series D,Equity,7019866,9,8766086,4036048,No,175,Big Data,25066,24.29,No,69978,19,1.61,52.8,2.52,2021
Startup_248,Retail,Mumbai,Maharashtra,2003,Series D,Convertible Note,8216840,9,22345879,3146401,Yes,85,Cloud,41329,39.13,No,91230,4,9.02,35.31,6.23,2015
Startup_249,Retail,Chennai,Karnataka,2023,Series B,Convertible Note,2708584,8,30307000,1480658,Yes,158,Cloud,52537,40.89,Yes,7096,8,3.1,79.88,2.93,2023
Startup_250,TravelTech,Pune,Telangana,2017,Series C,Debt,5627634,10,26217828,2012426,Yes,321,AI,32936,23.74,Yes,31776,8,4.27,53.03,6.72,2020
Startup_251,FinTech,Hyderabad,Delhi,2001,Series C,Equity,9226063,10,82179218,2593817,Yes,200,Blockchain,31212,33.72,Yes,12295,12,9.34,35.55,8.06,2022
Startup_252,EdTech,Hyderabad,Karnataka,2010,Series A,Grant,1151630,2,18878367,3280853,Yes,370,IoT,49089,39.04,No,79813,13,4.23,20.28,5.7,2023
Startup_253,FoodTech,Bangalore,Telangana,2022,IPO,Debt,2912038,8,76945209,756346,Yes,206,IoT,73720,17.98,Yes,28236,19,6.63,76.55,6.98,2016
Startup_254,TravelTech,Pune,Karnataka,2015,Seed,Equity,8705238,8,60550780,4874798,Yes,424,Big Data,15057,13.94,Yes,82533,8,2.54,71.22,2.54,2017
Startup_255,EdTech,Bangalore,Karnataka,2016,Seed,Convertible Note,2722640,4,28287893,4447525,Yes,319,AR/VR,5452,23.57,Yes,56344,15,2.1,28.47,9.35,2021
Startup_256,AgriTech,Chennai,Maharashtra,2012,IPO,Equity,2883852,9,19269265,2384608,Yes,414,Big Data,29625,35.78,No,79160,0,4.13,56.64,4.24,2023
Startup_257,FoodTech,Chennai,Karnataka,2007,IPO,Grant,5248671,6,48651734,3001189,No,201,Big Data,88985,16.98,No,70452,16,9.84,69.54,7.84,2023
Startup_258,AgriTech,Chennai,Karnataka,2007,Seed,Equity,3046627,8,4483706,3557010,No,203,AR/VR,45063,32.36,Yes,23131,5,2.14,33.58,2.99,2018
Startup_259,FoodTech,Mumbai,Karnataka,2001,Seed,Convertible Note,7591103,7,36370352,226475,No,280,Blockchain,2069,49.3,Yes,46550,10,1.75,22.44,1.65,2019
Startup_260,AgriTech,Delhi,Tamil Nadu,2018,Series A,Debt,3591500,3,55204901,924964,Yes,69,IoT,70334,34.72,No,99201,2,3.86,39.09,9.95,2023
Startup_261,AgriTech,Hyderabad,Telangana,2012,Series D,Grant,5388217,6,80557070,1611335,Yes,323,AR/VR,21902,7.35,No,52633,3,3.24,73.41,5.41,2019
Startup_262,FoodTech,Delhi,Tamil Nadu,2017,Series D,Grant,8260907,4,26842400,4536681,Yes,33,Cloud,50099,21.62,Yes,92342,18,3.43,53.67,8.49,2018
Startup_263,AgriTech,Chennai,Maharashtra,2022,IPO,Equity,7820490,4,84056010,2319670,Yes,269,Blockchain,99666,7.44,No,96182,10,4.99,28.9,4.04,2016
Startup_264,FinTech,Hyderabad,Maharashtra,2021,Series C,Debt,8214799,8,24261386,3251903,Yes,196,Cloud,52021,22.25,No,33779,8,9.57,62.48,6.51,2016
Startup_265,AgriTech,Bangalore,Tamil Nadu,2020,Series B,Equity,9924307,7,59436973,3245359,Yes,31,IoT,85357,45.41,Yes,21666,20,1.91,33.59,7.95,2020
Startup_266,EdTech,Mumbai,Telangana,2015,Series A,Convertible Note,7187244,2,97564253,3203343,No,394,IoT,36538,37.31,No,62867,1,5.74,41.18,4.98,2022
Startup_267,FoodTech,Mumbai,Tamil Nadu,2011,IPO,Debt,5502642,9,75471843,3286415,Yes,250,AI,39247,16.02,No,69634,0,9.75,44.73,5.89,2022
Startup_268,EdTech,Delhi,Telangana,2006,Series D,Debt,6826192,1,86107339,4819821,No,221,AR/VR,18700,21.9,No,99081,20,8.82,57.69,9.4,2019
Startup_269,EdTech,Delhi,Tamil Nadu,2021,Series A,Equity,7707236,1,3629441,3114220,Yes,12,Blockchain,55544,44.19,No,53954,1,3.73,63.5,2.53,2015
Startup_270,Retail,Hyderabad,Maharashtra,2004,Series B,Convertible Note,2190355,5,90279053,2652600,No,169,AI,47438,35.39,Yes,51428,4,1.16,61.29,5.64,2023
Startup_271,AgriTech,Bangalore,Tamil Nadu,2019,Series D,Debt,8794493,6,62503330,4354361,Yes,15,Big Data,10007,48.35,No,15282,1,9.79,61.06,1.07,2017
Startup_272,HealthTech,Pune,Karnataka,2020,Series C,Convertible Note,1824722,8,23944945,1937522,Yes,390,AR/VR,96696,12.55,No,73810,15,5.82,36.32,6.3,2019
Startup_273,HealthTech,Delhi,Maharashtra,2017,Series A,Debt,481375,1,68228715,3532947,No,386,Blockchain,3612,37.13,No,80631,3,8.0,60.28,2.97,2021
Startup_274,FoodTech,Bangalore,Telangana,2007,Series A,Grant,3216753,9,96235803,4382917,No,331,Blockchain,81013,27.19,Yes,18626,14,6.13,74.58,2.73,2020
Startup_275,EdTech,Chennai,Delhi,2011,IPO,Equity,9969827,7,37022657,3282731,No,487,IoT,26433,46.11,No,7012,1,9.91,30.36,7.47,2017
Startup_276,AgriTech,Pune,Karnataka,2005,IPO,Convertible Note,7654164,10,16751082,4984562,No,353,Big Data,39501,38.73,No,35093,3,3.13,45.2,2.89,2018
Startup_277,TravelTech,Chennai,Delhi,2007,IPO,Grant,3314278,9,44979011,3308052,No,268,Big Data,38842,42.89,Yes,77834,13,9.43,48.66,6.56,2019
Startup_278,EdTech,Chennai,Telangana,2000,Seed,Equity,6962596,8,4296078,4253845,Yes,305,Blockchain,36255,20.0,No,84873,18,9.79,33.98,2.29,2021
Startup_279,AgriTech,Delhi,Delhi,2007,Series B,Grant,4857844,7,18627504,4237175,Yes,36,Big Data,97970,35.62,Yes,76896,5,6.48,35.51,2.72,2021
Startup_280,Retail,Mumbai,Delhi,2002,Series D,Debt,3967917,10,85486408,173882,Yes,153,IoT,82497,44.25,No,69601,18,3.17,50.63,3.0,2021
Startup_281,HealthTech,Mumbai,Karnataka,2006,Series B,Equity,100296,3,79613608,1240259,Yes,292,IoT,85622,15.93,No,50683,1,1.09,40.93,7.83,2017
Startup_282,Retail,Bangalore,Telangana,2023,Series D,Grant,3888031,2,57634083,3844433,Yes,208,AI,95840,16.29,Yes,53735,14,8.5,56.52,9.25,2016
Startup_283,FinTech,Pune,Maharashtra,2004,Series C,Grant,1346966,10,99181314,1508807,Yes,464,IoT,15031,16.72,No,11141,1,6.92,34.22,9.46,2015
Startup_284,AgriTech,Hyderabad,Karnataka,2010,Series D,Convertible Note,2246591,9,3971351,4804017,Yes,497,AR/VR,48441,31.74,No,22725,14,4.83,32.94,7.0,2015
Startup_285,EdTech,Mumbai,Karnataka,2008,Series D,Convertible Note,5630640,9,40224617,3385263,No,32,Blockchain,33479,11.84,Yes,8355,4,4.25,76.68,4.04,2015
Startup_286,FoodTech,Mumbai,Delhi,2022,Series A,Convertible Note,2051728,9,47972735,4626000,Yes,433,AR/VR,39915,28.9,No,54235,6,2.95,69.93,3.26,2018
Startup_287,AgriTech,Delhi,Delhi,2023,Seed,Grant,4259618,2,68881164,1722064,Yes,235,AI,16486,11.21,Yes,78066,19,1.35,27.29,4.09,2016
Startup_288,Retail,Pune,Telangana,2013,Series B,Equity,5179964,2,30193827,2907897,No,416,AR/VR,44980,32.24,No,73404,16,4.14,35.19,6.96,2018
Startup_289,Retail,Bangalore,Tamil Nadu,2005,Seed,Convertible Note,2154104,8,52741923,1180105,No,124,AR/VR,69610,16.57,No,75399,0,5.08,70.49,3.27,2021
Startup_290,FinTech,Chennai,Telangana,2009,Series C,Convertible Note,9123577,7,5554045,3468882,No,388,AR/VR,65048,28.05,Yes,38441,11,5.22,53.26,2.17,2015
Startup_291,EdTech,Mumbai,Delhi,2004,Series A,Convertible Note,4526032,9,56906109,2339341,No,476,AR/VR,59787,23.26,Yes,91490,18,8.49,30.44,2.81,2023
Startup_292,Retail,Hyderabad,Maharashtra,2007,Series B,Convertible Note,8325995,7,66008106,3264091,No,199,AR/VR,12779,22.41,Yes,93969,13,2.33,46.59,5.3,2018
Startup_293,FinTech,Mumbai,Karnataka,2018,Seed,Equity,3202143,1,32987250,3720615,No,395,Blockchain,31119,37.83,No,42411,19,6.84,74.19,8.63,2016
Startup_294,Retail,Pune,Tamil Nadu,2023,Series D,Equity,3383935,10,24585213,1835276,Yes,402,IoT,52780,36.68,No,83332,12,6.4,30.33,6.1,2021
Startup_295,HealthTech,Chennai,Karnataka,2022,Series A,Debt,1078253,7,91620265,2477833,No,81,IoT,87038,45.37,No,21488,0,2.18,43.82,4.56,2023
Startup_296,EdTech,Mumbai,Karnataka,2010,IPO,Convertible Note,7783955,7,87544606,1085785,Yes,408,Cloud,51884,15.63,No,58342,13,3.69,42.66,3.34,2023
Startup_297,FinTech,Pune,Karnataka,2013,Series D,Convertible Note,467141,4,13577893,1854584,Yes,107,Big Data,53694,47.24,No,22813,0,1.32,71.27,1.49,2017
Startup_298,FinTech,Chennai,Delhi,2005,Series C,Debt,1667189,3,58001052,936212,No,130,Blockchain,2210,33.39,Yes,88356,18,4.28,50.38,4.17,2020
Startup_299,EdTech,Bangalore,Karnataka,2006,Seed,Debt,1773586,4,9022942,3540651,No,286,Big Data,1813,45.46,No,85928,0,3.49,54.57,3.92,2023
Startup_300,Retail,Hyderabad,Tamil Nadu,2014,Series C,Grant,2125151,8,64180507,750816,Yes,496,Blockchain,2183,27.06,No,90888,12,5.4,71.31,3.19,2023
Startup_301,AgriTech,Delhi,Tamil Nadu,2022,Series D,Equity,3482539,8,6642826,4375323,Yes,49,Cloud,32720,14.92,No,61202,5,5.47,65.58,8.83,2015
Startup_302,AgriTech,Pune,Tamil Nadu,2012,Seed,Equity,7493345,2,93739323,4863599,No,422,IoT,13917,16.21,No,33088,20,4.98,56.35,9.61,2020
Startup_303,FoodTech,Chennai,Maharashtra,2009,Series A,Grant,5285777,1,90118665,1820780,Yes,49,IoT,29556,11.13,No,45501,6,7.2,28.06,8.06,2023
Startup_304,AgriTech,Pune,Karnataka,2006,Seed,Convertible Note,6281709,9,41364812,906027,Yes,393,Cloud,67258,19.65,No,92010,13,9.54,29.84,4.36,2021
Startup_305,HealthTech,Chennai,Karnataka,2005,IPO,Grant,8074055,5,58550139,4769182,No,380,AI,6091,11.38,No,25158,10,1.66,64.98,2.42,2015
Startup_306,Retail,Chennai,Tamil Nadu,2017,Series C,Convertible Note,5831138,9,12030787,2682254,Yes,288,Blockchain,80506,38.05,Yes,98262,10,1.69,52.02,5.48,2020
Startup_307,Retail,Bangalore,Karnataka,2020,Series B,Grant,4306198,8,35228851,4304782,No,61,Big Data,77273,22.03,No,79928,13,3.69,77.42,4.12,2022
Startup_308,EdTech,Hyderabad,Maharashtra,2013,IPO,Convertible Note,8737637,5,64484368,235519,Yes,330,Cloud,9096,6.06,No,81970,10,4.18,63.27,3.27,2023
Startup_309,HealthTech,Bangalore,Karnataka,2019,Series B,Grant,7230960,4,89107523,279196,Yes,32,AI,90879,22.58,Yes,94267,13,9.41,57.81,6.21,2018
